mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,repeat,method,sigma,snr,train_time,best_gamma,best_alpha,best_lambda_ridge
5.784950201293355,0.9699973849481867,0.3846153846153846,1.0,0.7619047619047619,0.23809523809523808,1.0,0.832,84,1,ridgecv,2.0,50.00486595329548,8.509544372558594,0.3,0.08792086016625338,100.0
5.504220125518797,0.9714533415431194,0.5633802816901409,1.0,0.6078431372549019,0.39215686274509803,1.0,0.898,51,1,adaptive_lasso,2.0,50.00486595329548,165.07739281654358,0.5,0.14243874589904162,
5.934622743172312,0.9723616197384324,0.5063291139240507,1.0,0.6610169491525424,0.3389830508474576,1.0,0.882,59,2,fixed_ridge,2.0,47.51122683481431,6.326464414596558,0.3,0.16679161439274345,10.0
5.905067959111649,0.9724992605617445,0.4819277108433735,1.0,0.6825396825396826,0.31746031746031744,1.0,0.874,63,2,ridgecv,2.0,47.51122683481431,8.241277933120728,0.3,0.16896685553971166,100.0
5.506388451704108,0.9743559676019521,0.5479452054794521,1.0,0.6226415094339622,0.37735849056603776,1.0,0.894,53,2,adaptive_lasso,2.0,47.51122683481431,161.6815629005432,0.5,0.12861843030933148,
6.5227155559811685,0.9673870933102908,0.7017543859649124,1.0,0.4594594594594595,0.5405405405405406,1.0,0.926,37,3,fixed_ridge,2.0,45.32448576449309,5.953178882598877,0.5,0.16026231438691985,10.0
6.340940603303924,0.9682959493717441,0.7547169811320755,1.0,0.3939393939393939,0.6060606060606061,1.0,0.9339999999999999,33,3,ridgecv,2.0,45.32448576449309,9.437664985656738,1.0,0.0849120529756372,100.0
7.606947473783237,0.9619660452725822,0.7843137254901961,1.0,0.3548387096774194,0.6451612903225806,1.0,0.938,31,3,adaptive_lasso,2.0,45.32448576449309,155.58388018608093,0.5,0.2030598704185825,
5.842858829518606,0.9769016374224295,0.7017543859649124,1.0,0.4594594594594595,0.5405405405405406,1.0,0.926,37,4,fixed_ridge,2.0,44.75680996012692,5.139995336532593,0.7,0.11787275593400647,10.0
5.742994980598527,0.9772964255660509,0.7843137254901961,1.0,0.3548387096774194,0.6451612903225806,1.0,0.938,31,4,ridgecv,2.0,44.75680996012692,6.871066570281982,1.0,0.08579903499067226,100.0
6.0927675224723234,0.9759136824213659,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,4,adaptive_lasso,2.0,44.75680996012692,146.7109727859497,1.0,0.07982663689840692,
28.70057386957995,0.8661866017771925,0.40579710144927533,0.7,0.7142857142857143,0.2857142857142857,0.7,0.902,49,0,fixed_ridge,5.0,8.699872112805119,9.36869502067566,0.3,0.4582798809727569,10.0
28.480346964158112,0.8672133864933624,0.42253521126760557,0.75,0.7058823529411765,0.29411764705882354,0.75,0.898,51,0,ridgecv,5.0,8.699872112805119,12.025275468826294,0.3,0.45319799764508545,100.0
34.44967354980239,0.8393820309547388,0.4285714285714286,0.45,0.5909090909090909,0.4090909090909091,0.45,0.956,22,0,adaptive_lasso,5.0,8.699872112805119,224.99041509628296,2.0,0.3223999046327767,
34.513120297847614,0.8444880681576815,0.20689655172413793,0.6,0.875,0.125,0.6,0.808,96,1,fixed_ridge,5.0,8.000778552527276,8.979068279266357,0.3,0.17130269670532156,10.0
33.87744203795558,0.8473523572562287,0.22413793103448273,0.65,0.8645833333333334,0.13541666666666666,0.65,0.808,96,1,ridgecv,5.0,8.000778552527276,10.10817289352417,0.3,0.17130269670532156,100.0
33.30496597139038,0.8499318649413278,0.2933333333333334,0.55,0.8,0.2,0.55,0.89,55,1,adaptive_lasso,5.0,8.000778552527276,226.41307282447815,0.5,0.34833202153045884,
30.96180990442652,0.8628197293116655,0.3157894736842105,0.6,0.7857142857142857,0.21428571428571427,0.6,0.888,56,2,fixed_ridge,5.0,7.601796293570292,7.956761598587036,0.3,0.4244351242335458,10.0
30.738845552267353,0.8638076014766797,0.3037974683544304,0.6,0.7966101694915254,0.2033898305084746,0.6,0.882,59,2,ridgecv,5.0,7.601796293570292,10.815237283706665,0.3,0.4433546392622563,100.0
31.409197483096257,0.8608375212516728,0.32142857142857145,0.45,0.75,0.25,0.45,0.928,36,2,adaptive_lasso,5.0,7.601796293570292,221.3476996421814,1.0,0.34544208081756933,
37.52910289584387,0.8272740004217902,0.33333333333333337,0.6,0.7692307692307693,0.23076923076923078,0.6,0.896,52,3,fixed_ridge,5.0,7.251917722318894,11.701165914535522,0.3,0.41966776090105307,10.0
37.62819464958828,0.8268179351046159,0.33802816901408456,0.6,0.7647058823529411,0.23529411764705882,0.6,0.898,51,3,ridgecv,5.0,7.251917722318894,39.05931377410889,0.3,0.4282552417070331,100.0
39.856153276307246,0.8165638562398225,0.47826086956521735,0.55,0.5769230769230769,0.4230769230769231,0.55,0.948,26,3,adaptive_lasso,5.0,7.251917722318894,360.06927704811096,1.0,0.4994263868964298,
33.88332525313811,0.8801307074776238,0.4477611940298508,0.75,0.6808510638297872,0.3191489361702128,0.75,0.906,47,4,fixed_ridge,5.0,7.16108959362031,6.265916347503662,0.3,0.42237306170470307,10.0
33.7026051517055,0.8807700423286592,0.45454545454545453,0.75,0.6739130434782609,0.32608695652173914,0.75,0.908,46,4,ridgecv,5.0,7.16108959362031,8.502737998962402,0.3,0.42866422192426745,100.0
35.14871593599047,0.8756541254189053,0.5098039215686274,0.65,0.5806451612903226,0.41935483870967744,0.65,0.938,31,4,adaptive_lasso,5.0,7.16108959362031,199.53241872787476,1.0,0.377097946672031,
93.30361018538568,0.6241726864550667,0.2608695652173913,0.3,0.7692307692307693,0.23076923076923078,0.3,0.948,26,0,fixed_ridge,10.0,2.1749680282012798,17.51096773147583,0.3,0.9197932481385651,10.0
95.52918784278917,0.6152080507844249,0.3,0.3,0.7,0.3,0.3,0.96,20,0,ridgecv,10.0,2.1749680282012798,21.622931241989136,0.7,0.9197932481385651,100.0
100.35953219387348,0.5957514044943405,0.1724137931034483,0.25,0.868421052631579,0.13157894736842105,0.25,0.924,38,0,adaptive_lasso,10.0,2.1749680282012798,284.99210715293884,1.0,0.6724003463651178,
118.68652632396574,0.613270577899452,0.1348314606741573,0.3,0.9130434782608695,0.08695652173913043,0.3,0.862,69,1,fixed_ridge,10.0,2.000194638131819,13.46847128868103,0.3,0.47310036261441063,10.0
119.22714427128464,0.6115090227101702,0.12903225806451613,0.3,0.9178082191780822,0.0821917808219178,0.3,0.854,73,1,ridgecv,10.0,2.000194638131819,16.37752413749695,0.3,0.4577693828435013,100.0
124.50145409719796,0.5943231562590191,0.10666666666666667,0.2,0.9272727272727272,0.07272727272727272,0.2,0.89,55,1,adaptive_lasso,10.0,2.000194638131819,427.2861816883087,1.0,0.6608580788201771,
101.31140325177452,0.6340635220389144,0.18867924528301888,0.25,0.8484848484848485,0.15151515151515152,0.25,0.9339999999999999,33,2,fixed_ridge,10.0,1.900449073392573,33.20556879043579,0.3,1.0729345687441048,10.0
102.0290680542501,0.6314713189724748,0.16666666666666666,0.25,0.875,0.125,0.25,0.92,40,2,ridgecv,10.0,1.900449073392573,45.10926866531372,0.3,0.8312663970713814,100.0
105.93132574847401,0.6173763761438565,0.11940298507462686,0.2,0.9148936170212766,0.0851063829787234,0.2,0.906,47,2,adaptive_lasso,10.0,1.900449073392573,281.4424328804016,1.0,0.6532114532911778,
139.15707799559829,0.5393609380086519,0.22641509433962265,0.3,0.8181818181818182,0.18181818181818182,0.3,0.9339999999999999,33,3,fixed_ridge,10.0,1.8129794305797235,13.934953212738037,0.3,1.1624440352553627,10.0
139.90800530994568,0.5368752113845587,0.2,0.25,0.8333333333333334,0.16666666666666666,0.25,0.94,30,3,ridgecv,10.0,1.8129794305797235,21.421366691589355,0.3,1.1873768322450426,100.0
136.95706875736167,0.5466434291795694,0.18461538461538463,0.3,0.8666666666666667,0.13333333333333333,0.3,0.91,45,3,adaptive_lasso,10.0,1.8129794305797235,416.9605805873871,1.0,0.6460283684265515,
120.5299281771894,0.6793482340002519,0.2608695652173913,0.3,0.7692307692307693,0.23076923076923078,0.3,0.948,26,4,fixed_ridge,10.0,1.7902723984050775,11.321756601333618,0.3,1.0535704535714536,10.0
120.28799282487566,0.6799918666577203,0.25531914893617025,0.3,0.7777777777777778,0.2222222222222222,0.3,0.946,27,4,ridgecv,10.0,1.7902723984050775,13.798853635787964,0.3,1.1301327570680155,100.0
114.62843698715076,0.6950482646958311,0.2105263157894737,0.3,0.8378378378378378,0.16216216216216217,0.3,0.926,37,4,adaptive_lasso,10.0,1.7902723984050775,243.52953147888184,1.0,0.6516868791814211,
