sigma,snr,repeat,lambda_ridge,lambda_,gamma,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time
1.5,0.6666666666666666,4,1.0,1.0,0.5,3.9945773484711324,0.9352229684668705,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,4,0.01195669174194336
1.5,0.6666666666666666,0,1.0,1.0,0.5,4.284574923093129,0.9569044615875366,0.8636363636363635,0.95,0.20833333333333334,0.7916666666666666,0.95,0.952,24,0,0.011713266372680664
1.5,0.6666666666666666,1,1.0,1.0,0.5,3.5741269280583547,0.9558933678966635,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,1,0.011632919311523438
1.5,0.6666666666666666,2,1.0,1.0,0.5,5.936727986394749,0.9152299680512104,0.8260869565217392,0.95,0.2692307692307692,0.7307692307692307,0.95,0.948,26,2,0.011569499969482422
1.5,0.6666666666666666,3,1.0,1.0,0.5,4.499597769670555,0.9488265653843853,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,3,0.01136636734008789
1.5,0.6666666666666666,4,1.0,1.0,0.5,3.9945773484711324,0.9352229684668705,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,4,0.011946439743041992
1.5,0.6666666666666666,0,1.0,1.0,0.5,4.284574923093129,0.9569044615875366,0.8636363636363635,0.95,0.20833333333333334,0.7916666666666666,0.95,0.952,24,0,0.01193547248840332
1.5,0.6666666666666666,1,1.0,1.0,0.5,3.5741269280583547,0.9558933678966635,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,1,0.011730670928955078
1.5,0.6666666666666666,2,1.0,1.0,0.5,5.936727986394749,0.9152299680512104,0.8260869565217392,0.95,0.2692307692307692,0.7307692307692307,0.95,0.948,26,2,0.011787176132202148
1.5,0.6666666666666666,3,1.0,1.0,0.5,4.499597769670555,0.9488265653843853,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,3,0.011440277099609375
1.5,0.6666666666666666,4,1.0,1.0,0.5,3.9945773484711324,0.9352229684668705,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,4,0.011984586715698242
2.0,0.5,0,1.0,1.0,0.5,6.683841527366697,0.9338845461898557,0.8095238095238095,0.85,0.22727272727272727,0.7727272727272727,0.85,0.956,22,0,0.011307716369628906
2.0,0.5,1,1.0,1.0,0.5,6.08047572044378,0.9264440981584073,0.7826086956521738,0.9,0.3076923076923077,0.6923076923076923,0.9,0.948,26,1,0.011533498764038086
2.0,0.5,2,1.0,1.0,0.5,8.699166419205344,0.8790842168351267,0.7906976744186046,0.85,0.2608695652173913,0.7391304347826086,0.85,0.954,23,2,0.011785268783569336
2.0,0.5,3,1.0,1.0,0.5,7.317259672629041,0.9203386102250994,0.8444444444444444,0.95,0.24,0.76,0.95,0.95,25,3,0.011588573455810547
