sigma,snr,repeat,model,algo,use_cv,accuracy,f1,auc,tpr,fdr,precision,recall,sparsity,n_selected,selection_f1,selection_accuracy,fold,train_time,best_alpha,sign_accuracy,best_gamma,cv_score
3.0,0.33,3,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9855072463768115,0.9977142857142858,0.65,0.23529411764705882,0.7647058823529411,0.65,0.966,17,0.7027027027027027,0.978,0,40.60465908050537,,1.0,,
3.0,0.33,4,LogisticRegressionCV,logistic_regression_cv,True,0.9666666666666667,0.9666666666666666,0.9944382647385985,0.6,0.45454545454545453,0.5454545454545454,0.6,0.956,22,0.5714285714285713,0.964,0,41.033674478530884,,1.0,,
3.0,0.33,5,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,37.982909202575684,,1.0,,
3.0,0.33,6,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,31.161906957626343,,1.0,,
3.0,0.33,7,LogisticRegressionCV,logistic_regression_cv,True,0.9333333333333333,0.9259259259259259,0.98989898989899,0.7,0.2631578947368421,0.7368421052631579,0.7,0.962,19,0.717948717948718,0.978,0,36.947758436203,,1.0,,
3.0,0.33,8,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.85,0.2916666666666667,0.7083333333333334,0.85,0.952,24,0.7727272727272727,0.98,0,36.716817140579224,,1.0,,
3.0,0.33,9,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9795918367346939,1.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,34.88774347305298,,1.0,,
3.0,0.33,10,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9811320754716981,0.9988776655443322,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,38.77470874786377,,1.0,,
3.0,0.33,11,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9846153846153847,1.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,35.624720335006714,,1.0,,
3.0,0.33,12,LogisticRegressionCV,logistic_regression_cv,True,0.9666666666666667,0.9743589743589743,0.9974999999999999,0.55,0.6451612903225806,0.3548387096774194,0.55,0.938,31,0.43137254901960786,0.942,0,37.76742243766785,,1.0,,
3.0,0.33,13,LogisticRegressionCV,logistic_regression_cv,True,0.9666666666666667,0.9615384615384615,0.984287317620651,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,40.42968940734863,,1.0,,
3.0,0.33,14,LogisticRegressionCV,logistic_regression_cv,True,0.9666666666666667,0.96875,0.9854096520763188,0.9,0.14285714285714285,0.8571428571428571,0.9,0.958,21,0.8780487804878048,0.99,0,34.03842878341675,,1.0,,
3.0,0.33,15,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.9,0.0,1.0,0.9,0.964,18,0.9473684210526316,0.996,0,34.817201137542725,,1.0,,
3.0,0.33,16,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.85,0.32,0.68,0.85,0.95,25,0.7555555555555556,0.978,0,34.085249185562134,,1.0,,
3.0,0.33,17,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9841269841269841,1.0,1.0,0.6721311475409836,0.32786885245901637,1.0,0.878,61,0.49382716049382713,0.918,0,33.21384000778198,,1.0,,
3.0,0.33,18,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.9,0.0,1.0,0.9,0.964,18,0.9473684210526316,0.996,0,35.893187284469604,,1.0,,
3.0,0.33,19,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,35.17332339286804,,1.0,,
0.5,2.0,0,UnilassoCV,unilasso_cv,True,0.9666666666666667,0.967741935483871,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.8528778553009033,,1.0,,
0.5,2.0,1,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.5098862648010254,,1.0,,
0.5,2.0,2,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.4673542976379395,,1.0,,
0.5,2.0,3,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9859154929577464,0.0,0.55,0.0,1.0,0.55,0.978,11,0.7096774193548387,0.982,0,1.537874698638916,,1.0,,
0.5,2.0,4,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9836065573770492,0.0,0.9,0.0,1.0,0.9,0.964,18,0.9473684210526316,0.996,0,1.671539306640625,,1.0,,
0.5,2.0,5,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.4713609218597412,,1.0,,
0.5,2.0,6,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.5427072048187256,,1.0,,
0.5,2.0,7,UnilassoCV,unilasso_cv,True,0.9666666666666667,0.9615384615384615,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.5223326683044434,,1.0,,
0.5,2.0,8,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.85,0.0,1.0,0.85,0.966,17,0.9189189189189189,0.994,0,1.5148863792419434,,1.0,,
0.5,2.0,9,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.6898467540740967,,1.0,,
0.5,2.0,10,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.541907787322998,,1.0,,
0.5,2.0,11,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.516855001449585,,1.0,,
0.5,2.0,12,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.85,0.0,1.0,0.85,0.966,17,0.9189189189189189,0.994,0,1.550776481628418,,1.0,,
0.5,2.0,13,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9795918367346939,0.0,0.45,0.0,1.0,0.45,0.982,9,0.6206896551724138,0.978,0,1.7180054187774658,,1.0,,
0.5,2.0,14,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.519784688949585,,1.0,,
0.5,2.0,15,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.9,0.0,1.0,0.9,0.964,18,0.9473684210526316,0.996,0,1.5888431072235107,,1.0,,
0.5,2.0,16,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.528820276260376,,1.0,,
0.5,2.0,17,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9841269841269841,0.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,1.5309531688690186,,1.0,,
0.5,2.0,18,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.6579537391662598,,1.0,,
0.5,2.0,19,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.983050847457627,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.6330156326293945,,1.0,,
1.0,1.0,0,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.983050847457627,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.5464813709259033,,1.0,,
1.0,1.0,1,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.5239825248718262,,1.0,,
1.0,1.0,2,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.85,0.0,1.0,0.85,0.966,17,0.9189189189189189,0.994,0,1.5374171733856201,,1.0,,
1.0,1.0,3,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,1.7065629959106445,,1.0,,
1.0,1.0,4,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9836065573770492,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.448293685913086,,1.0,,
1.0,1.0,5,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,1.4580271244049072,,1.0,,
1.0,1.0,6,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.4980432987213135,,1.0,,
1.0,1.0,7,UnilassoCV,unilasso_cv,True,0.9333333333333333,0.9259259259259259,0.0,0.5,0.0,1.0,0.5,0.98,10,0.6666666666666666,0.98,0,1.491168737411499,,1.0,,
1.0,1.0,8,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.694807767868042,,1.0,,
1.0,1.0,9,UnilassoCV,unilasso_cv,True,0.9666666666666667,0.9615384615384616,0.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,1.533268928527832,,1.0,,
1.0,1.0,10,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9824561403508771,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.513690710067749,,1.0,,
1.0,1.0,11,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.5209617614746094,,1.0,,
1.0,1.0,12,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.5172407627105713,,1.0,,
1.0,1.0,13,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9803921568627451,0.0,0.55,0.0,1.0,0.55,0.978,11,0.7096774193548387,0.982,0,1.6778404712677002,,1.0,,
1.0,1.0,14,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.9,0.0,1.0,0.9,0.964,18,0.9473684210526316,0.996,0,1.4681847095489502,,1.0,,
1.0,1.0,15,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.85,0.0,1.0,0.85,0.966,17,0.9189189189189189,0.994,0,1.4876654148101807,,1.0,,
1.0,1.0,16,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.4844887256622314,,1.0,,
1.0,1.0,17,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9841269841269841,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.7055375576019287,,1.0,,
1.0,1.0,18,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.5830984115600586,,1.0,,
1.0,1.0,19,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9836065573770492,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.5621953010559082,,1.0,,
2.0,0.5,0,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.983050847457627,0.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,1.5366132259368896,,1.0,,
2.0,0.5,1,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.553837776184082,,1.0,,
2.0,0.5,2,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.741539716720581,,1.0,,
2.0,0.5,3,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,1.5903980731964111,,1.0,,
2.0,0.5,4,UnilassoCV,unilasso_cv,True,0.9666666666666667,0.967741935483871,0.0,0.5,0.0,1.0,0.5,0.98,10,0.6666666666666666,0.98,0,1.508357286453247,,1.0,,
2.0,0.5,5,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.534013271331787,,1.0,,
2.0,0.5,6,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9850746268656716,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.5259242057800293,,1.0,,
2.0,0.5,7,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9811320754716981,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.6166112422943115,,1.0,,
2.0,0.5,8,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9818181818181818,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.4728741645812988,,1.0,,
2.0,0.5,9,UnilassoCV,unilasso_cv,True,0.9666666666666667,0.9615384615384616,0.0,0.55,0.0,1.0,0.55,0.978,11,0.7096774193548387,0.982,0,1.4853284358978271,,1.0,,
2.0,0.5,10,UnilassoCV,unilasso_cv,True,0.9666666666666667,0.9642857142857143,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.5012600421905518,,1.0,,
2.0,0.5,11,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.5242562294006348,,1.0,,
2.0,0.5,12,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.6142146587371826,,1.0,,
2.0,0.5,13,UnilassoCV,unilasso_cv,True,0.9666666666666667,0.9655172413793104,0.0,0.45,0.0,1.0,0.45,0.982,9,0.6206896551724138,0.978,0,1.4911808967590332,,1.0,,
2.0,0.5,14,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.9,0.0,1.0,0.9,0.964,18,0.9473684210526316,0.996,0,1.5713348388671875,,1.0,,
2.0,0.5,15,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.5163686275482178,,1.0,,
2.0,0.5,16,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.5337164402008057,,1.0,,
2.0,0.5,17,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9846153846153847,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.6924476623535156,,1.0,,
2.0,0.5,18,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.5616416931152344,,1.0,,
2.0,0.5,19,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9836065573770492,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.5318434238433838,,1.0,,
3.0,0.33,0,UnilassoCV,unilasso_cv,True,0.95,0.9508196721311476,0.0,0.55,0.0,1.0,0.55,0.978,11,0.7096774193548387,0.982,0,1.497493028640747,,1.0,,
3.0,0.33,1,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9859154929577464,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.4797422885894775,,1.0,,
3.0,0.33,2,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.681635856628418,,1.0,,
3.0,0.33,3,UnilassoCV,unilasso_cv,True,0.9666666666666667,0.9714285714285714,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.5339832305908203,,1.0,,
3.0,0.33,4,UnilassoCV,unilasso_cv,True,0.95,0.9491525423728815,0.0,0.5,0.0,1.0,0.5,0.98,10,0.6666666666666666,0.98,0,1.5308945178985596,,1.0,,
3.0,0.33,5,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9836065573770492,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.5133261680603027,,1.0,,
3.0,0.33,6,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.6753106117248535,,1.0,,
3.0,0.33,7,UnilassoCV,unilasso_cv,True,0.95,0.9454545454545454,0.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,1.501659631729126,,1.0,,
3.0,0.33,8,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.4888012409210205,,1.0,,
3.0,0.33,9,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.5038328170776367,,1.0,,
3.0,0.33,10,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9818181818181818,0.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,1.4827473163604736,,1.0,,
3.0,0.33,11,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9846153846153847,0.0,0.85,0.0,1.0,0.85,0.966,17,0.9189189189189189,0.994,0,1.5506281852722168,,1.0,,
3.0,0.33,12,UnilassoCV,unilasso_cv,True,0.95,0.9620253164556962,0.0,0.5,0.0,1.0,0.5,0.98,10,0.6666666666666666,0.98,0,1.6445527076721191,,1.0,,
3.0,0.33,13,UnilassoCV,unilasso_cv,True,0.9333333333333333,0.9259259259259259,0.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,1.5019547939300537,,1.0,,
3.0,0.33,14,UnilassoCV,unilasso_cv,True,0.9666666666666667,0.96875,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.5227699279785156,,1.0,,
3.0,0.33,15,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.5474393367767334,,1.0,,
3.0,0.33,16,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.983050847457627,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.7708837985992432,,1.0,,
3.0,0.33,17,UnilassoCV,unilasso_cv,True,0.9666666666666667,0.96875,0.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,1.5499413013458252,,1.0,,
3.0,0.33,18,UnilassoCV,unilasso_cv,True,1.0,1.0,0.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,1.5862913131713867,,1.0,,
3.0,0.33,19,UnilassoCV,unilasso_cv,True,0.9833333333333333,0.9836065573770492,0.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,1.5888686180114746,,1.0,,
0.5,2.0,0,RelaxedLassoCV,relaxed_lasso_1se,True,0.95,0.9523809523809523,0.9810267857142857,1.0,0.9578059071729957,0.04219409282700422,1.0,0.052000000000000046,474,0.08097165991902834,0.092,0,3.989579677581787,,1.0,,
0.5,2.0,1,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9574468085106383,0.0425531914893617,1.0,0.06000000000000005,470,0.08163265306122448,0.1,0,3.5939292907714844,,1.0,,
0.5,2.0,2,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9589322381930184,0.04106776180698152,1.0,0.026000000000000023,487,0.07889546351084813,0.066,0,3.6662561893463135,,1.0,,
0.5,2.0,3,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9578947368421052,0.042105263157894736,1.0,0.050000000000000044,475,0.08080808080808081,0.09,0,3.632524013519287,,1.0,,
0.5,2.0,4,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.983050847457627,1.0,0.85,0.7017543859649122,0.2982456140350877,0.85,0.886,57,0.44155844155844154,0.914,0,3.949932098388672,,1.0,,
0.5,2.0,5,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.957983193277311,0.04201680672268908,1.0,0.04800000000000004,476,0.08064516129032258,0.088,0,3.649181842803955,,1.0,,
0.5,2.0,6,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9261992619926199,0.07380073800738007,1.0,0.45799999999999996,271,0.13745704467353953,0.498,0,3.665034055709839,,1.0,,
0.5,2.0,7,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9811320754716981,0.9854096520763187,1.0,0.9233716475095786,0.07662835249042145,1.0,0.478,261,0.14234875444839856,0.518,0,3.8796756267547607,,1.0,,
0.5,2.0,8,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,0.95,0.9603340292275574,0.03966597077244259,0.95,0.04200000000000004,479,0.07615230460921843,0.078,0,3.6164727210998535,,1.0,,
0.5,2.0,9,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9584199584199584,0.04158004158004158,1.0,0.038000000000000034,481,0.07984031936127745,0.078,0,3.5820488929748535,,1.0,,
0.5,2.0,10,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9590163934426229,0.040983606557377046,1.0,0.02400000000000002,488,0.07874015748031496,0.064,0,3.644620180130005,,1.0,,
0.5,2.0,11,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9585921325051759,0.041407867494824016,1.0,0.03400000000000003,483,0.07952286282306163,0.074,0,3.615443706512451,,1.0,,
0.5,2.0,12,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9578947368421052,0.042105263157894736,1.0,0.050000000000000044,475,0.08080808080808081,0.09,0,3.6109657287597656,,1.0,,
0.5,2.0,13,RelaxedLassoCV,relaxed_lasso_1se,True,0.9666666666666667,0.9600000000000001,1.0,0.95,0.919831223628692,0.08016877637130802,0.95,0.526,237,0.14785992217898836,0.562,0,4.132439136505127,,1.0,,
0.5,2.0,14,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9818181818181818,1.0,1.0,0.9586776859504132,0.04132231404958678,1.0,0.03200000000000003,484,0.07936507936507936,0.072,0,3.6894702911376953,,1.0,,
0.5,2.0,15,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9578059071729957,0.04219409282700422,1.0,0.052000000000000046,474,0.08097165991902834,0.092,0,3.6160671710968018,,1.0,,
0.5,2.0,16,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9591002044989775,0.0408997955010225,1.0,0.02200000000000002,489,0.07858546168958744,0.062,0,3.6308765411376953,,1.0,,
0.5,2.0,17,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9836065573770492,1.0,1.0,0.9587628865979382,0.041237113402061855,1.0,0.030000000000000027,485,0.0792079207920792,0.07,0,3.619462013244629,,1.0,,
0.5,2.0,18,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9591002044989775,0.0408997955010225,1.0,0.02200000000000002,489,0.07858546168958744,0.062,0,3.604945659637451,,1.0,,
0.5,2.0,19,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,0.95,0.9605809128630706,0.03941908713692946,0.95,0.03600000000000003,482,0.07569721115537849,0.072,0,3.6232621669769287,,1.0,,
1.0,1.0,0,RelaxedLassoCV,relaxed_lasso_1se,True,0.9666666666666667,0.9655172413793104,0.9988888888888889,1.0,0.8901098901098901,0.10989010989010989,1.0,0.636,182,0.198019801980198,0.676,0,4.192430257797241,,1.0,,
1.0,1.0,1,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.2857142857142857,0.7142857142857143,1.0,0.944,28,0.8333333333333333,0.984,0,3.766448736190796,,1.0,,
1.0,1.0,2,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9588477366255144,0.0411522633744856,1.0,0.028000000000000025,486,0.07905138339920949,0.068,0,3.655850648880005,,1.0,,
1.0,1.0,3,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9863013698630138,1.0,1.0,0.9585921325051759,0.041407867494824016,1.0,0.03400000000000003,483,0.07952286282306163,0.074,0,3.586864948272705,,1.0,,
1.0,1.0,4,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,0.7,0.7704918032786885,0.22950819672131148,0.7,0.878,61,0.345679012345679,0.894,0,4.036341905593872,,1.0,,
1.0,1.0,5,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9583333333333334,0.041666666666666664,1.0,0.040000000000000036,480,0.07999999999999999,0.08,0,3.6211681365966797,,1.0,,
1.0,1.0,6,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9585921325051759,0.041407867494824016,1.0,0.03400000000000003,483,0.07952286282306163,0.074,0,3.643603801727295,,1.0,,
1.0,1.0,7,RelaxedLassoCV,relaxed_lasso_1se,True,0.9,0.8846153846153847,0.9520089285714286,1.0,0.9369085173501577,0.06309148264984227,1.0,0.366,317,0.11869436201780414,0.406,0,3.9820284843444824,,1.0,,
1.0,1.0,8,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9818181818181818,1.0,1.0,0.9506172839506173,0.04938271604938271,1.0,0.18999999999999995,405,0.09411764705882353,0.23,0,3.6215579509735107,,1.0,,
1.0,1.0,9,RelaxedLassoCV,relaxed_lasso_1se,True,0.9333333333333333,0.9259259259259259,0.9898190045248869,1.0,0.9591836734693877,0.04081632653061224,1.0,0.020000000000000018,490,0.07843137254901959,0.06,0,3.905153751373291,,1.0,,
1.0,1.0,10,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9824561403508771,0.9977753058954394,0.7,0.8426966292134831,0.15730337078651685,0.7,0.8220000000000001,89,0.25688073394495414,0.838,0,4.161072015762329,,1.0,,
1.0,1.0,11,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9850746268656716,1.0,1.0,0.9585921325051759,0.041407867494824016,1.0,0.03400000000000003,483,0.07952286282306163,0.074,0,3.4032273292541504,,1.0,,
1.0,1.0,12,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,0.95,0.9604166666666667,0.03958333333333333,0.95,0.040000000000000036,480,0.076,0.076,0,3.3877761363983154,,1.0,,
1.0,1.0,13,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9803921568627451,1.0,0.85,0.8924050632911392,0.10759493670886076,0.85,0.6839999999999999,158,0.19101123595505617,0.712,0,4.088545083999634,,1.0,,
1.0,1.0,14,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9818181818181818,1.0,1.0,0.9589322381930184,0.04106776180698152,1.0,0.026000000000000023,487,0.07889546351084813,0.066,0,3.6464803218841553,,1.0,,
1.0,1.0,15,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9589322381930184,0.04106776180698152,1.0,0.026000000000000023,487,0.07889546351084813,0.066,0,3.6010379791259766,,1.0,,
